date,BagQty,ItemQty,PackQty,PatientQty,month,weekday
2021-02-28,977.558335168394,2641.9765354369456,3730.180330814158,683.7116787094523,February,Sunday
2021-03-31,1022.0078085614598,2568.000598671638,3840.948918641326,739.4813708029544,March,Wednesday
2021-04-30,871.5819746291806,2455.008114055824,3692.801842965234,694.0193944837662,April,Friday
2021-05-31,878.0439226035389,2444.6669606039277,4230.014266785645,777.2977666022343,May,Monday
2021-06-30,1010.7138012527175,2481.49026371827,4103.721962702624,697.8927480036726,June,Wednesday
2021-07-31,1015.3169277821669,2835.7360096441034,4266.986217678503,775.9741675061222,July,Saturday
2021-08-31,1002.0948134503128,2604.251740962957,3925.3406272679313,750.7122426600854,August,Tuesday
2021-09-30,935.0066983758361,2553.2782366138713,4260.779919321067,742.0919765372022,September,Thursday
2021-10-31,904.5637598596268,2439.816938779252,3656.908535990996,775.0396504973033,October,Sunday
2021-11-30,852.3749021245562,2823.789878233153,3720.5535513045875,710.5133913407012,November,Tuesday
2021-12-31,998.2025581257479,2604.7105410235663,3752.7856519015013,768.1398658473234,December,Friday
